6.00	0.000000
6.02	0.000000
6.03	0.000000
6.05	0.000000
6.07	0.000000
6.08	0.000000
6.10	0.000000
6.12	0.000000
6.13	0.000000
6.15	0.000000
6.17	0.000000
6.18	0.000000
6.20	0.000000
6.22	0.000000
6.23	0.000000
6.25	0.000000
6.27	0.000000
6.28	0.000000
6.30	0.000000
6.32	0.000000
6.33	0.000000
6.35	0.000000
6.37	0.000000
6.38	0.000000
6.40	0.000000
6.42	0.000000
6.43	0.000000
6.45	0.000000
6.47	0.371062
6.48	0.894146
6.50	1.581717
6.52	2.474328
6.53	3.592995
6.55	4.946193
6.57	6.534096
6.58	8.351220
6.60	10.388258
6.62	12.633429
6.63	15.073494
6.65	17.694528
6.67	20.482487
6.68	23.423613
6.70	26.504713
6.72	29.713337
6.73	33.037885
6.75	36.467639
6.77	39.992785
6.78	43.604380
6.80	47.294315
6.82	51.055261
6.83	54.880612
6.85	58.764424
6.87	62.701355
6.88	66.686609
6.90	70.715881
6.92	74.785307
6.93	78.891408
6.95	83.031067
6.97	87.201474
6.98	91.400099
7.00	95.624659
7.02	99.873090
7.03	104.143527
7.05	108.434274
7.07	112.743793
7.08	117.070683
7.10	121.413666
7.12	125.771567
7.13	130.143316
7.15	134.527925
7.17	138.924487
7.18	143.332161
7.20	147.750169
7.22	152.177790
7.23	156.614352
7.25	161.059226
7.27	165.511827
7.28	169.971607
7.30	174.438043
7.32	178.910650
7.33	183.388966
7.35	187.872557
7.37	192.361008
7.38	196.853925
7.40	201.350933
7.42	205.851674
7.43	210.355804
7.45	214.862994
7.47	219.372929
7.48	223.885307
7.50	228.399829
7.52	232.916215
7.53	237.434193
7.55	241.953495
7.57	246.473867
7.58	250.995057
7.60	255.516824
7.62	260.038932
7.63	264.561150
7.65	269.083253
7.67	273.605026
7.68	278.126249
7.70	282.646714
7.72	287.166217
7.73	291.684556
7.75	296.201534
7.77	300.716957
7.78	305.230636
7.80	309.742383
7.82	314.252015
7.83	318.759350
7.85	323.264214
7.87	327.766426
7.88	332.265816
7.90	336.762212
7.92	341.255449
7.93	345.745359
7.95	350.231779
7.97	354.714547
7.98	359.193505
8.00	363.668493
8.02	368.139357
8.03	372.605944
8.05	377.068097
8.07	381.525668
8.08	385.978507
8.10	390.426467
8.12	394.869401
8.13	399.307165
8.15	403.739614
8.17	408.166607
8.18	412.588003
8.20	417.003663
8.22	421.413447
8.23	425.817222
8.25	430.214845
8.27	434.606186
8.28	438.991109
8.30	443.369482
8.32	447.741173
8.33	452.106053
8.35	456.463990
8.37	460.814856
8.38	465.158524
8.40	469.494867
8.42	473.823761
8.43	478.145076
8.45	482.458690
8.47	486.764481
8.48	491.062325
8.50	495.352101
8.52	499.633689
8.53	503.906967
8.55	508.171818
8.57	512.428122
8.58	516.675761
8.60	520.914622
8.62	525.144583
8.63	529.365530
8.65	533.577350
8.67	537.779927
8.68	541.973149
8.70	546.156903
8.72	550.331076
8.73	554.495557
8.75	558.650235
8.77	562.795001
8.78	566.929748
8.80	571.054360
8.82	575.168733
8.83	579.272759
8.85	583.366331
8.87	587.449343
8.88	591.521688
8.90	595.583262
8.92	599.633960
8.93	603.673678
8.95	607.702312
8.97	611.719759
8.98	615.725920
9.00	619.720688
9.02	623.703963
9.03	627.675646
9.05	631.635636
9.07	635.583834
9.08	639.520140
9.10	643.444455
9.12	647.356683
9.13	651.256725
9.15	655.144485
9.17	659.019868
9.18	662.882773
9.20	666.733108
9.22	670.570778
9.23	674.395688
9.25	678.207745
9.27	682.006854
9.28	685.792924
9.30	689.565862
9.32	693.325575
9.33	697.071972
9.35	700.804966
9.37	704.524460
9.38	708.230368
9.40	711.922599
9.42	715.601064
9.43	719.265676
9.45	722.916346
9.47	726.552987
9.48	730.175511
9.50	733.783832
9.52	737.377864
9.53	740.957523
9.55	744.522720
9.57	748.073373
9.58	751.609396
9.60	755.130707
9.62	758.637221
9.63	762.128857
9.65	765.605531
9.67	769.067163
9.68	772.513669
9.70	775.944970
9.72	779.360985
9.73	782.761636
9.75	786.146838
9.77	789.516516
9.78	792.870590
9.80	796.208982
9.82	799.531614
9.83	802.838409
9.85	806.129290
9.87	809.404181
9.88	812.663005
9.90	815.905688
9.92	819.132155
9.93	822.342329
9.95	825.536137
9.97	828.713506
9.98	831.874362
10.00	835.018633
10.02	838.146246
10.03	841.257129
10.05	844.351211
10.07	847.428420
10.08	850.488687
10.10	853.531944
10.12	856.558116
10.13	859.567136
10.15	862.558936
10.17	865.533447
10.18	868.490602
10.20	871.430333
10.22	874.352573
10.23	877.257256
10.25	880.144315
10.27	883.013686
10.28	885.865304
10.30	888.699102
10.32	891.515017
10.33	894.312986
10.35	897.092944
10.37	899.854829
10.38	902.598579
10.40	905.324132
10.42	908.031426
10.43	910.720400
10.45	913.390994
10.47	916.043147
10.48	918.676802
10.50	921.291895
10.52	923.888369
10.53	926.466167
10.55	929.025231
10.57	931.565502
10.58	934.086925
10.60	936.589442
10.62	939.072997
10.63	941.537535
10.65	943.983001
10.67	946.409341
10.68	948.816498
10.70	951.204420
10.72	953.573054
10.73	955.922346
10.75	958.252245
10.77	960.562698
10.78	962.853654
10.80	965.125062
10.82	967.376870
10.83	969.609030
10.85	971.821493
10.87	974.014207
10.88	976.187124
10.90	978.340196
10.92	980.473376
10.93	982.586616
10.95	984.679869
10.97	986.753088
10.98	988.806229
11.00	990.839244
11.02	992.852090
11.03	994.844723
11.05	996.817096
11.07	998.769167
11.08	1000.700893
11.10	1002.612230
11.12	1004.503137
11.13	1006.373572
11.15	1008.223494
11.17	1010.052862
11.18	1011.861635
11.20	1013.649773
11.22	1015.417238
11.23	1017.163990
11.25	1018.889990
11.27	1020.595200
11.28	1022.279584
11.30	1023.943103
11.32	1025.585721
11.33	1027.207402
11.35	1028.808111
11.37	1030.387811
11.38	1031.946469
11.40	1033.484050
11.42	1035.000521
11.43	1036.495848
11.45	1037.969997
11.47	1039.422937
11.48	1040.854635
11.50	1042.265061
11.52	1043.654183
11.53	1045.021971
11.55	1046.368395
11.57	1047.693425
11.58	1048.997032
11.60	1050.279189
11.62	1051.539866
11.63	1052.779035
11.65	1053.996670
11.67	1055.192744
11.68	1056.367231
11.70	1057.520105
11.72	1058.651341
11.73	1059.760914
11.75	1060.848799
11.77	1061.914974
11.78	1062.959415
11.80	1063.982097
11.82	1064.983001
11.83	1065.962102
11.85	1066.919381
11.87	1067.854816
11.88	1068.768387
11.90	1069.660073
11.92	1070.529855
11.93	1071.377714
11.95	1072.203632
11.97	1073.007591
11.98	1073.789573
12.00	1074.549561
12.02	1075.287537
12.03	1076.003487
12.05	1076.697394
12.07	1077.369244
12.08	1078.019021
12.10	1078.646712
12.12	1079.252302
12.13	1079.835779
12.15	1080.397130
12.17	1080.936342
12.18	1081.453404
12.20	1081.948304
12.22	1082.421031
12.23	1082.871576
12.25	1083.299928
12.27	1083.706078
12.28	1084.090018
12.30	1084.451737
12.32	1084.791230
12.33	1085.108488
12.35	1085.403504
12.37	1085.676273
12.38	1085.926787
12.40	1086.155041
12.42	1086.361031
12.43	1086.544752
12.45	1086.706199
12.47	1086.845370
12.48	1086.962261
12.50	1087.056869
12.52	1087.129193
12.53	1087.179231
12.55	1087.206981
12.57	1087.212443
12.58	1087.195617
12.60	1087.156503
12.62	1087.095102
12.63	1087.011415
12.65	1086.905444
